track_id,track_name,playlist_id,genre,date_album_release,timestamp_addition
3wLPRjw2XQpmowqXUXb3UF,Get Up (Rattle) [feat. Far East Movement] - Vocal Edit,0uNeN7uvvn6RTuyTA89SYN,Electronic,2012-12-08,2022-11-05T20:33:26Z
70Vdd1gx5tn84jkAU31ASv,Sexy And I Know It,0uNeN7uvvn6RTuyTA89SYN,Electronic,2011-01-01,2022-11-05T20:43:13Z
0Xh6R6XLoTDRBYriQRgkHj,Memories (feat. Kid Cudi),37i9dQZF1EQp9BVPsNVof1,Electronic,2009,1970-01-01T00:00:00Z
0LMwmV37RCmBO2so0szAFs,Whatever,37i9dQZF1EQp9BVPsNVof1,Electronic,2024-01-19,1970-01-01T00:00:00Z
4QNpBfC0zvjKqPJcyqBy9W,Give Me Everything (feat. Nayer),37i9dQZF1EQp9BVPsNVof1,Electronic,2011-06-17,1970-01-01T00:00:00Z
5XVjNRubJUW0iPhhSWpLCj,Better Off Alone,37i9dQZF1EQp9BVPsNVof1,Electronic,2000-10-01,1970-01-01T00:00:00Z
1gihuPhrLraKYrJMAEONyc,Feel So Close - Radio Edit,37i9dQZF1EQp9BVPsNVof1,Electronic,2012-10-29,1970-01-01T00:00:00Z
4uUG5RXrOk84mYEfFvj3cK,I'm Good (Blue),37i9dQZF1EQp9BVPsNVof1,Electronic,2022-08-26,1970-01-01T00:00:00Z
52LJ3hyknOijCrE5gCD0rE,L'Amour Toujours,37i9dQZF1EQp9BVPsNVof1,Electronic,2001-05-23,1970-01-01T00:00:00Z
09CnYHiZ5jGT1wr1TXJ9Zt,Thank You (Not So Bad),37i9dQZF1EQp9BVPsNVof1,Electronic,2023-12-01,1970-01-01T00:00:00Z
0E9ZjEAyAwOXZ7wJC0PD33,In My Mind,37i9dQZF1EQp9BVPsNVof1,Electronic,2018-06-08,1970-01-01T00:00:00Z
7MmG8p0F9N3C4AXdK6o6Eb,Outside (feat. Ellie Goulding),37i9dQZF1EQp9BVPsNVof1,Electronic,2014-10-31,1970-01-01T00:00:00Z
3HGwI9qwq5XqBDeZBV3zti,World Hold On (Children of the Sky) - Radio Edit,37i9dQZF1EQp9BVPsNVof1,Electronic,2006-06-06,1970-01-01T00:00:00Z
